program_code,program_name,university,institution,domain
36207,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺗﺼﻤﻴﻢ ﺍﻟﻔﻀﺎﺀ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻔﻨﻮﻥ ﻭ ﺍﻟﺤﺮﻑ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
36208,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺗﺼﻤﻴﻢ ﺍﻟﻤﻨﺘﻮﺝ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻔﻨﻮﻥ ﻭ ﺍﻟﺤﺮﻑ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
36209,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺗﺼﻤﻴﻢ ﺍﻟﺼﻮﺭﺓ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻔﻨﻮﻥ ﻭ ﺍﻟﺤﺮﻑ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
36311,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﺍﻟﺘﺼﺮﻑ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ
36312,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻌﻠﻮﻡ ﺍﻻﻗﺘﺼﺎﺩﻳﺔ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﺍﻟﺘﺼﺮﻑ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﻋﻠﻮﻡ ﺍﻟﺘﺼﺮﻑ
36318,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻟﺘﺼﺮﻑ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﺍﻟﺘﺼﺮﻑ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﻋﻠﻮﻡ ﺍﻟﺘﺼﺮﻑ
36322,ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻟﻌﻠﻤﻴﺔ:ﺭﻳﺎﺿﻴﺎﺕ - ﻓﻴﺰﻳﺎﺀ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻟﺘﻄﺒﻴﻘﻴﺔ ﻭ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻬﻨﺪﺳﺔ ﺍﻟﻤﻌﻤﺎﺭﻳﺔ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻟﻌﻠﻤﻴﺔ
36391,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﺩﺍﺭﺓ ﺍﻷﻋﻤﺎﻝ,ﺍﻹﺩﺍﺭﺓ ﺍﻟﻌﺎﻣﺔ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﻋﻠﻮﻡ ﺍﻟﺘﺼﺮﻑ
36394,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻤﺤﺎﺳﺒﺔ ﻭ ﺍﻟﻤﺎﻟﻴﺔ,ﺍﻹﺩﺍﺭﺓ ﺍﻟﻌﺎﻣﺔ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﻋﻠﻮﻡ ﺍﻟﺘﺼﺮﻑ
36396,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺠﺎﺭﺓ ﻭﺍﻟﺘﻮﺯﻳﻊ,ﺍﻹﺩﺍﺭﺓ ﺍﻟﻌﺎﻣﺔ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﻋﻠﻮﻡ ﺍﻟﺘﺼﺮﻑ
36477,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺮﺑﻴﺔ ﻭﺍﻟﺘﻌﻠﻴﻢ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻄﺒﻴﻘﻴﺔ ﻓﻲ ﺍﻻﻧﺴﺎﻧﻴﺎﺕ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
36523,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻺﻋﻼﻣﻴﺔ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ
36524,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻫﻨﺪﺳﺔ ﻧﻈﻢ ﺍﻹﻋﻼﻣﻴﺔ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻺﻋﻼﻣﻴﺔ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ
36546,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺒﻴﻮﺗﻜﻨﻮﻟﻮﺟﻴﺎ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻟﺘﻄﺒﻴﻘﻴﺔ ﻭ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﻔﻼﺣﻴﺔ ﻭﺍﻟﺒﻴﻮﺗﻜﻨﻮﻟﻮﺟﻴﺎ ﻭﺍﻟﺒﻴﺌﺔ
36551,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻓﻴﺰﻳﺎﺀ ﺍﻟﻤﻮﺍﺩ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻟﺘﻄﺒﻴﻘﻴﺔ ﻭ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ
36566,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺗﻜﻨﻮﻟﻮﺟﻴﺎﺕ ﺍﻹﻋﻼﻣﻴﺔ,ﺍﻹﺩﺍﺭﺓ ﺍﻟﻌﺎﻣﺔ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ
36570,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻬﻨﺪﺳـﺔ ﺍﻟﻤﻴﻜﺎﻧـﻴـﻜـﻴـﺔ,ﺍﻹﺩﺍﺭﺓ ﺍﻟﻌﺎﻣﺔ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ
36571,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻬﻨﺪﺳـﺔ ﺍﻟﻜﻬـﺮﺑـﺎﺋـﻴــﺔ,ﺍﻹﺩﺍﺭﺓ ﺍﻟﻌﺎﻣﺔ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺔ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ
36573,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺗﻜﻨﻮﻟﻮﺟﻴﺎﺕ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ ﻭﺍﻻﺗﺼﺎﻻﺕ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻟﺘﻄﺒﻴﻘﻴﺔ ﻭ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ
36629,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻟﻜﺘﺮﻭﻧﻴﻚ ﻭﺍﻟﻜﻬﺮﻭﺗﻘﻨﻴﺔ ﻭﺍﻵﻟﻴﺔ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻟﺘﻄﺒﻴﻘﻴﺔ ﻭ ﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ
37311,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ,ﺟﺎﻣﻌﺔ ﺍﻟﻤﻨﺴﺘﻴﺮ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻺﻋﻼﻣﻴﺔ ﺑﺎﻟﻤﻬﺪﻳﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ
40101,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻌﺮﺑﻴﺔ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺼﻔﺎﻗﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
40102,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺼﻔﺎﻗﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
40103,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﺮﻧﺴﻴﺔ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺼﻔﺎﻗﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
40104,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﺳﺒﺎﻧﻴﺔ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺼﻔﺎﻗﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
40105,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻳﻄﺎﻟﻴﺔ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺼﻔﺎﻗﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
40120,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋـﻠــﻢ ﺍﻻﺟﺘﻤﺎﻉ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
40122,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔـﻠﺴــﻔــﺔ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
40123,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺎﺭﻳﺦ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
40124,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺠﻐﺮﺍﻓﻴﺎ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
40147,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺮﺟﻤﺔ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺼﻔﺎﻗﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
40161,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺣﻔﻆ ﺍﻟﻤﻤﺘﻠﻜﺎﺕ ﺍﻟﺜﻘﺎﻓﻴﺔ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
40201,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻤﻮﺳﻴﻘﻰ ﻭ ﺍﻟﻌﻠﻮﻡ ﺍﻟﻤﻮﺳﻴﻘﻴﺔ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻤﻮﺳﻴﻘﻰ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
40202,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﻨﻮﻥ ﺍﻟﺘﺸﻜﻴﻠﻴﺔ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻰ ﻟﻠﻔﻨﻮﻥ ﻭ ﺍﻟﺤﺮﻑ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
40207,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺗﺼﻤﻴﻢ ﺍﻟﻔﻀﺎﺀ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻰ ﻟﻠﻔﻨﻮﻥ ﻭ ﺍﻟﺤﺮﻑ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
40208,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺗﺼﻤﻴﻢ ﺍﻟﻤﻨﺘﻮﺝ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻰ ﻟﻠﻔﻨﻮﻥ ﻭ ﺍﻟﺤﺮﻑ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
40209,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺗﺼﻤﻴﻢ ﺍﻟﺼﻮﺭﺓ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻰ ﻟﻠﻔﻨﻮﻥ ﻭ ﺍﻟﺤﺮﻑ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
40247,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻫﻨﺪﺳﺔ ﺍﻟﺼﻮﺕ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎﺕ ﺍﻟﺤﺪﻳﺜﺔ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻤﻮﺳﻴﻘﻰ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
40265,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺴﻴﻨﻤﺎ ﻭﺍﻟﺴﻤﻌﻲ ﺍﻟﺒﺼﺮﻱ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻰ ﻟﻠﻔﻨﻮﻥ ﻭ ﺍﻟﺤﺮﻑ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
40301,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻘﺎﻧﻮﻥ,ﺟﺎﻣﻌﺔ ﺻﻔﺎﻗﺲ,ﻛﻠﻴﺔ ﺍﻟﺤﻘﻮﻕ ﺑﺼﻔﺎﻗﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﻘﺎﻧﻮﻧﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻟﺴﻴﺎﺳﻴﺔ
