program_code,program_name,university,institution,domain
10101,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻌﺮﺑﻴﺔ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10102,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10103,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﺮﻧﺴﻴﺔ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10104,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﺳﺒﺎﻧﻴﺔ,ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10105,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻳﻄﺎﻟﻴﺔ,ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10106,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻷﻟﻤﺎﻧﻴﺔ,ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10107,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻭﺳﻴﺔ,ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10108,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﻴﻨﻴﺔ,ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻐﺎﺕ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10118,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻷﻧﺘﺮﻭﺑﻮﻟﻮﺟﻴﺎ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10119,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻟﻐﺔ ﺍﻹﺷﺎﺭﺍﺕ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10120,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋـﻠــﻢ ﺍﻻﺟﺘﻤﺎﻉ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10121,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻢ ﺍﻟﻨـﻔـــﺲ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10122,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔـﻠﺴــﻔــﺔ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10123,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺎﺭﻳﺦ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10124,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺠﻐﺮﺍﻓﻴﺎ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10138,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻌﻠﻮﻡ ﺍﻹﺳﻼﻣﻴﺔ,ﺟﺎﻣﻌﺔ ﺍﻟﺰﻳﺘﻮﻧﺔ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺤﻀﺎﺭﺓ ﺍﻹﺳﻼﻣﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10139,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻌﻠﻮﻡ ﺍﻟﺸﺮﻋﻴﺔ,ﺟﺎﻣﻌﺔ ﺍﻟﺰﻳﺘﻮﻧﺔ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻷﺻﻮﻝ ﺍﻟﺪﻳﻦ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10158,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺠﻴﻮﻣﺎﺗﻴﻚ ﻭﺍﻟﺒﻴﺌﺔ ﻭﺍﻟﺘﻬﻴﺌﺔ,ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10160,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺠﻴﻮﺑﻮﻟﻴﺘﻴﻚ ﻭ ﺍﻟﻌﻼﻗﺎﺕ ﺍﻟﺪﻭﻟﻴﺔ,ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ,ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10162,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻤﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﻤﻤﺘﻠﻜﺎﺕ ﺍﻟﺜﻘﺎﻓﻴﺔ ﻭ ﺗﺮﻣﻴﻤﻬﺎ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻰ ﻟﻤﻬﻦ ﺍﻟﺘﺮﺍﺙ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10164,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺠﻴﻮﻣﺎﺗﻴﻚ ﻭﺍﻟﺘﻬﻴﺌﺔ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10167,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻵﺛﺎﺭ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10168,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻟﺠﻴﻮﻣﺎﺗﻴﻚ ﻭﺍﻟﺘﻄﺒﻴﻘﺎﺕ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ,ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ
10190,ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻋﺮﺑﻴﺔ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10191,ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﻓﺮﻧﺴﻴﺔ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10192,ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻐﺎﺕ ﻭﺍﻵﺩﺍﺏ:ﺍﻧﻘﻠﻴﺰﻳﺔ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10193,ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ:ﺗﺎﺭﻳﺦ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10194,ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ:ﺟﻐﺮﺍﻓﻴﺎ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10195,ﺍﻟﻤﺮﺣﻠﺔ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ:ﻓﻠﺴﻔﺔ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﺘﺤﻀﻴﺮﻱ ﻟﻠﺪﺭﺍﺳﺎﺕ ﺍﻷﺩﺑﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ
10200,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻤﺴﺮﺡ ﻭ ﻓﻨﻮﻥ ﺍﻟﻌﺮﺽ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪﺍﻟﻌﺎﻟﻲ ﻟﻠﻔﻦ ﺍﻟﻤﺴﺮﺣﻲ ﺑﺘﻮﻧﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
10201,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻤﻮﺳﻴﻘﻰ ﻭ ﺍﻟﻌﻠﻮﻡ ﺍﻟﻤﻮﺳﻴﻘﻴﺔ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻤﻮﺳﻴﻘﻰ ﺑﺘﻮﻧﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
10202,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﻨﻮﻥ ﺍﻟﺘﺸﻜﻴﻠﻴﺔ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻰ ﻟﻠﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
10203,ﺍﻟﻬﻨﺪﺳﺔ ﺍﻟﻤﻌﻤﺎﺭﻳﺔ,ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ,ﺍﻟﻤﺪﺭﺳﺔ ﺍﻟﻮﻃﻨﻴﺔ ﻟﻠﻬﻨﺪﺳﺔ ﺍﻟﻤﻌﻤﺎﺭﻳﺔ ﻭ ﺍﻟﺘﻌﻤﻴﺮ ﺑﺘﻮﻧﺲ,ﺍﻟﻬﻨﺪﺳﺔ ﺍﻟﻤﻌﻤﺎﺭﻳﺔ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻟﻌﻠﻤﻴﺔ
10207,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺗﺼﻤﻴﻢ ﺍﻟﻔﻀﺎﺀ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻰ ﻟﻠﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
10208,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺗﺼﻤﻴﻢ ﺍﻟﻤﻨﺘﻮﺝ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻰ ﻟﻠﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
10209,ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺗﺼﻤﻴﻢ ﺍﻟﺼﻮﺭﺓ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻰ ﻟﻠﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
10244,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﻌﻤﻴﺮ ﻭ ﺍﻟﺘﻬﻴﺌﺔ,ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎﺕ ﺍﻟﺒﻴﺌﺔ ﻭﺍﻟﻌﻤﺮﺍﻥ ﻭﺍﻟﺒﻨﻴﺎﻥ,ﺍﻟﻬﻨﺪﺳﺔ ﺍﻟﻤﻌﻤﺎﺭﻳﺔ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻟﻌﻠﻤﻴﺔ
10260,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻓﻨﻮﻥ ﺍﻟﺘﺮﺍﺙ ﺍﻹﺳﻼﻣﻲ,ﺟﺎﻣﻌﺔ ﺍﻟﺰﻳﺘﻮﻧﺔ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻷﺻﻮﻝ ﺍﻟﺪﻳﻦ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ
10265,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺴﻴﻨﻤﺎ ﻭﺍﻟﺴﻤﻌﻲ ﺍﻟﺒﺼﺮﻱ,ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ,ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻔﻨﻮﻥ ﺍﻟﻤﻠﺘﻤﻴﺪﻳﺎ ﺑﻤﻨﻮﺑﺔ,ﺍﻟﺜﻘﺎﻓﺔ ﻭﺍﻟﻔﻨﻮﻥ ﺍﻟﺠﻤﻴﻠﺔ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻟﺤﺮﻑ
10301,ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻘﺎﻧﻮﻥ,ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ,ﻛﻠﻴﺔ ﺍﻟﺤﻘﻮﻕ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻟﺴﻴﺎﺳﻴﺔ ﺑﺘﻮﻧﺲ,ﺍﻟﻌﻠﻮﻡ ﺍﻟﻘﺎﻧﻮﻧﻴﺔ ﻭﺍﻟﻌﻠﻮﻡ ﺍﻟﺴﻴﺎﺳﻴﺔ
