fiche_id,نوع الشهادة الجامعية,مدة الدراسة,المجال,التخصصات,صيغة حساب مجموع النقاط,التنفيل الجغرافي 7%,تتطلب اجتياز اختبارات مسبقة,لها شروط خاصة,آفاق جامعية,آفاق مهنية
1853,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,كيمياء المواد+البحث+الكيمياء الدقيقة+الكيمياء الطبية والمواد الطبيعية+كيمياء الماء والبيئة,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1854,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,البحث+مواد التجميل والروائح والعطور+مواد بناء+خزف وبلور+اللف والتغليف+المواد البوليميرية polymères,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1855,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,البحث+مواد التجميل والروائح والعطور+مواد بناء+خزف وبلور+اللف والتغليف+المواد البوليميرية polymères,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1856,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,البحث+مواد التجميل والروائح والعطور+مواد بناء+خزف وبلور+اللف والتغليف+المواد البوليميرية polymères,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1857,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,كيمياء المواد+البحث,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1858,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,كيمياء المواد+البحث,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1859,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,كيمياء المواد+البحث,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1860,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,كيمياء المواد+البحث,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1861,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,كيمياء المواد+البحث,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1862,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,كيمياء المواد+البحث,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1863,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1864,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1865,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1866,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1867,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1868,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1869,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1870,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1871,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1872,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1873,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1874,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء والكيمياء,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مهن التعليم+الصناعات الكيميائية+مخابر التحاليل الكيميائية+بعث مشاريع خاصة
1875,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء+الفيزياء الرقمية,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مستشار جودة و صيانة+اطار تقني مختص في خدمات التصنيع+مكاتب دراسة لتصميم المواد
1876,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء+الفيزياء الرقمية,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مستشار جودة و صيانة+اطار تقني مختص في خدمات التصنيع+مكاتب دراسة لتصميم المواد
1877,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الفيزياء+الفيزياء الرقمية,FG+(M+SP)/2,نعم,لا,لا,ماجستير بحث-ماجستير مهني,مستشار جودة و صيانة+اطار تقني مختص في خدمات التصنيع+مكاتب دراسة لتصميم المواد
